age,income,employment_years,credit_score,loan_amount,debt_to_income,existing_loans,home_ownership,loan_purpose,Default
38,55490.2,1.5,511.0,13752.81,0.306,0,RENT,business,0
27,64959.97,3.4,606.0,10613.7,0.243,3,MORTGAGE,education,0
65,84022.87,9.4,563.0,16280.15,0.16,3,MORTGAGE,medical,0
56,74185.42,3.5,661.0,19014.26,0.296,1,RENT,education,0
61,98063.65,,730.0,23939.19,0.282,1,MORTGAGE,business,0
50,39653.05,0.7,702.0,26587.99,0.724,0,OWN,medical,1
62,72446.41,1.5,460.0,12121.85,0.192,2,RENT,education,1
61,58666.84,6.6,813.0,4391.62,-0.022,2,OWN,education,0
27,98796.06,0.9,674.0,11692.28,0.111,1,MORTGAGE,business,0
35,38834.03,2.2,588.0,17082.24,0.382,1,MORTGAGE,medical,0
60,38205.56,1.5,663.0,7289.93,0.181,1,RENT,home_improvement,0
39,43012.15,2.2,664.0,7342.79,0.22,0,MORTGAGE,business,0
63,15000.0,6.2,597.0,17750.3,1.199,1,RENT,home_improvement,1
57,44484.9,2.3,666.0,14610.78,0.386,0,MORTGAGE,medical,0
22,39817.35,4.1,601.0,15262.38,0.4,0,OWN,education,0
62,58007.88,0.5,618.0,8932.04,0.089,2,RENT,business,1
68,61835.12,8.2,595.0,13156.79,0.087,3,RENT,business,0
33,92523.42,2.3,535.0,7606.13,0.09,2,MORTGAGE,business,0
60,74008.48,5.2,662.0,22121.59,0.288,2,OWN,debt_consolidation,0
61,43461.93,6.5,697.0,23281.99,0.487,1,MORTGAGE,medical,0
63,37031.71,1.2,691.0,1000.0,-0.058,0,OWN,debt_consolidation,0
63,64838.38,10.8,716.0,7563.91,0.08,0,MORTGAGE,business,0
51,28595.34,4.8,676.0,3027.77,0.096,3,OWN,business,1
36,91629.18,2.8,607.0,9799.81,0.14,2,RENT,home_improvement,0
62,78588.8,1.0,717.0,14332.5,0.192,1,RENT,debt_consolidation,0
64,45616.49,14.3,541.0,3402.84,0.155,0,MORTGAGE,education,0
26,20737.31,7.0,578.0,7625.12,0.316,2,OWN,medical,1
48,82077.45,1.2,573.0,6968.34,0.129,0,RENT,education,0
52,52709.2,2.1,736.0,16658.14,0.318,0,MORTGAGE,education,0
64,79756.33,8.3,725.0,15554.75,0.23,0,MORTGAGE,medical,0
30,23111.45,5.9,689.0,9226.1,0.377,0,RENT,business,1
38,43012.5,7.3,736.0,16414.57,0.435,1,MORTGAGE,home_improvement,0
24,55104.87,2.9,580.0,10626.56,0.208,2,MORTGAGE,business,0
29,55939.61,6.3,678.0,12826.76,0.195,0,RENT,business,0
27,45998.69,2.4,640.0,28387.62,0.617,0,RENT,debt_consolidation,0
28,67457.0,1.2,718.0,25723.69,0.369,1,MORTGAGE,education,1
63,33647.59,5.0,641.0,4603.35,0.161,0,MORTGAGE,education,0
27,52152.41,18.7,619.0,21637.86,0.356,0,RENT,education,0
61,57405.91,1.9,693.0,21491.17,0.373,4,RENT,home_improvement,0
60,65288.78,3.1,720.0,5813.89,0.109,1,RENT,home_improvement,0
23,69232.3,5.6,597.0,21550.22,0.313,0,OWN,home_improvement,0
37,32507.16,3.9,645.0,27303.46,0.907,0,RENT,medical,0
22,24317.72,9.3,565.0,6019.64,0.286,0,RENT,home_improvement,1
35,80553.54,7.2,450.0,7659.98,0.095,0,MORTGAGE,debt_consolidation,0
66,61646.28,0.3,666.0,23141.29,0.386,0,MORTGAGE,debt_consolidation,1
49,40030.27,32.3,699.0,17171.96,0.444,1,OWN,business,0
68,86023.04,7.0,671.0,19411.81,0.246,2,RENT,business,0
42,57313.49,10.0,494.0,17724.71,0.218,1,OWN,business,1
24,78585.94,5.3,622.0,18125.57,0.216,0,RENT,business,0
26,56350.37,9.7,473.0,4388.22,0.004,0,MORTGAGE,debt_consolidation,0
58,96214.96,0.6,760.0,23378.54,0.307,2,MORTGAGE,business,0
46,90106.82,2.1,563.0,24356.72,0.267,0,RENT,debt_consolidation,0
31,50020.72,10.5,750.0,13164.87,0.254,1,RENT,home_improvement,0
46,74431.42,1.1,726.0,14652.18,0.242,1,OWN,home_improvement,0
37,67907.52,0.4,578.0,2751.14,0.062,1,OWN,medical,0
44,82372.63,7.8,559.0,19114.04,0.176,1,OWN,business,1
48,35701.53,9.0,678.0,19576.46,0.545,2,MORTGAGE,home_improvement,0
55,68721.03,0.9,582.0,14502.47,0.194,6,MORTGAGE,home_improvement,0
51,76168.49,9.6,658.0,23994.83,0.228,4,OWN,education,0
33,19825.21,5.8,611.0,12327.38,0.587,3,MORTGAGE,education,0
55,31334.83,3.7,508.0,19516.85,0.614,4,MORTGAGE,debt_consolidation,1
36,15000.0,8.9,472.0,6842.69,0.45,0,MORTGAGE,medical,1
35,49611.86,2.7,668.0,14811.58,0.224,2,MORTGAGE,education,0
63,69350.85,1.1,605.0,13605.17,0.254,0,RENT,medical,0
38,85047.14,1.7,606.0,16802.46,0.192,4,RENT,home_improvement,0
67,56481.9,3.5,706.0,12043.78,0.215,1,MORTGAGE,debt_consolidation,0
57,87572.31,3.8,744.0,13948.22,0.179,1,MORTGAGE,medical,0
68,27397.97,8.2,628.0,21608.38,0.749,2,MORTGAGE,education,0
68,20932.35,7.8,623.0,11505.89,0.572,1,RENT,home_improvement,0
69,53889.05,4.4,690.0,2147.38,0.021,1,OWN,business,0
61,62681.31,7.6,541.0,28996.67,0.418,0,RENT,home_improvement,1
47,54346.11,1.1,668.0,26051.63,0.508,1,OWN,education,1
55,15000.0,0.3,694.0,4661.9,0.385,2,RENT,education,1
65,53217.6,,704.0,20517.66,0.422,0,RENT,business,1
55,28910.61,0.4,495.0,10976.2,0.426,2,RENT,home_improvement,0
48,68393.45,1.4,589.0,17107.9,0.224,2,OWN,medical,0
59,62331.96,5.9,580.0,17353.79,0.199,0,RENT,medical,0
58,36202.4,2.6,658.0,13124.74,0.437,2,RENT,home_improvement,1
29,44722.66,10.5,688.0,8729.87,0.298,2,RENT,medical,0
32,33815.73,1.8,770.0,9475.67,0.357,3,RENT,home_improvement,0
35,53746.42,0.1,610.0,7670.46,0.126,1,MORTGAGE,home_improvement,0
41,74102.85,1.8,610.0,8345.42,0.055,1,RENT,education,0
55,35285.48,4.3,742.0,14462.57,0.357,1,RENT,debt_consolidation,0
62,65080.93,2.4,674.0,9273.92,0.058,2,MORTGAGE,education,0
53,44394.85,3.8,751.0,20456.42,0.455,2,OWN,medical,0
39,39142.54,10.5,673.0,26897.97,0.767,2,MORTGAGE,debt_consolidation,1
43,52859.39,12.2,557.0,10359.57,0.189,1,OWN,home_improvement,0
33,34295.15,1.5,543.0,16915.24,0.508,1,MORTGAGE,medical,0
64,43927.01,3.1,526.0,18997.48,0.501,1,RENT,business,0
21,31042.44,4.0,703.0,18776.02,0.585,2,MORTGAGE,medical,1
49,94294.5,14.9,745.0,15607.64,0.267,3,MORTGAGE,debt_consolidation,0
44,55705.27,32.9,798.0,20941.46,0.476,2,OWN,debt_consolidation,0
36,41005.49,1.3,717.0,18857.99,0.453,1,MORTGAGE,home_improvement,0
45,59279.6,6.5,743.0,5098.7,0.057,0,OWN,business,0
43,52753.44,2.4,604.0,21953.25,0.451,4,RENT,home_improvement,0
48,50580.61,0.0,557.0,22098.33,0.42,0,RENT,business,1
67,67283.33,0.0,718.0,8893.71,0.074,2,MORTGAGE,business,0
36,70150.15,3.1,683.0,15303.5,0.282,2,OWN,home_improvement,0
63,44389.98,3.4,659.0,20466.63,0.522,2,RENT,medical,0
58,43483.64,0.1,681.0,13325.49,0.314,2,MORTGAGE,education,1
31,49498.97,5.8,676.0,23583.82,0.413,2,OWN,business,0
23,15000.0,1.7,753.0,33910.98,2.199,0,RENT,debt_consolidation,1
35,24696.18,4.1,754.0,8712.11,0.358,0,MORTGAGE,home_improvement,0
21,82337.49,1.8,694.0,3951.64,0.023,1,MORTGAGE,medical,0
27,87899.35,0.9,718.0,17430.55,0.181,1,RENT,business,0
21,50019.28,2.6,691.0,20772.5,0.466,1,MORTGAGE,medical,0
69,66531.14,1.3,613.0,13153.07,0.234,1,RENT,home_improvement,0
52,61225.0,3.8,711.0,26626.09,0.504,1,OWN,debt_consolidation,0
29,116577.62,1.1,538.0,4291.15,-0.013,1,RENT,business,0
49,77391.5,3.6,734.0,20543.35,0.248,0,OWN,business,0
46,52441.65,0.9,554.0,10153.11,0.232,1,RENT,medical,0
43,35889.19,5.6,673.0,28755.02,0.824,2,RENT,home_improvement,0
65,22871.07,7.0,582.0,30940.12,1.429,3,MORTGAGE,education,1
63,59069.27,0.6,694.0,8866.75,0.171,1,RENT,business,0
49,39872.99,3.2,647.0,10603.54,0.358,2,MORTGAGE,debt_consolidation,0
58,26554.93,,522.0,21876.7,0.851,4,OWN,business,1
53,42068.54,4.6,684.0,11902.95,0.336,0,MORTGAGE,business,0
27,33369.04,1.5,604.0,14636.71,0.422,1,OWN,education,1
32,88742.83,3.7,720.0,15203.11,0.172,1,RENT,education,1
51,72632.8,3.6,650.0,1000.0,0.059,4,RENT,home_improvement,0
52,54840.55,12.9,682.0,14889.3,0.352,0,MORTGAGE,business,0
40,84598.88,4.0,573.0,9482.18,0.149,1,MORTGAGE,business,1
37,56547.37,4.4,603.0,11055.02,0.191,1,RENT,medical,1
56,37774.32,2.6,613.0,26549.06,0.772,2,OWN,medical,1
23,85462.48,14.9,719.0,4947.94,-0.052,1,OWN,debt_consolidation,0
21,65778.2,7.5,784.0,21505.64,0.256,2,MORTGAGE,debt_consolidation,0
47,34255.08,1.7,586.0,12768.3,0.407,1,MORTGAGE,medical,1
67,51193.23,9.3,736.0,12761.92,0.25,1,MORTGAGE,debt_consolidation,0
60,37487.63,2.8,476.0,21322.98,0.599,1,MORTGAGE,business,0
53,27344.01,8.8,554.0,17720.41,0.651,0,MORTGAGE,education,1
40,73523.55,8.7,573.0,19564.9,0.295,0,RENT,business,1
34,93188.33,1.0,542.0,22745.48,0.203,1,MORTGAGE,medical,1
56,27028.65,6.0,523.0,12349.53,0.485,2,MORTGAGE,home_improvement,1
25,66259.38,1.7,683.0,10102.11,0.202,1,MORTGAGE,home_improvement,0
43,41987.15,1.8,633.0,6318.8,0.212,0,OWN,medical,1
65,45257.49,1.8,680.0,8396.72,0.286,2,RENT,business,0
35,43152.12,6.5,705.0,38592.76,0.907,1,OWN,debt_consolidation,1
26,37720.18,1.3,671.0,24957.44,0.675,2,MORTGAGE,debt_consolidation,1
53,55970.43,0.0,703.0,4191.41,-0.001,1,RENT,home_improvement,1
39,38381.0,6.3,644.0,4420.34,0.089,2,RENT,medical,0
33,60409.14,0.9,,18854.93,0.302,0,OWN,medical,0
49,53995.24,0.6,735.0,19378.12,0.411,3,RENT,education,0
26,50221.04,1.4,603.0,19391.07,0.356,0,RENT,home_improvement,0
35,36848.73,2.4,575.0,12960.35,0.392,3,RENT,medical,1
36,43464.57,3.2,636.0,13996.37,0.322,2,MORTGAGE,education,0
44,70107.82,0.2,577.0,17623.04,0.243,0,MORTGAGE,debt_consolidation,1
43,65018.34,17.6,617.0,15687.14,0.254,0,RENT,home_improvement,0
68,35448.9,6.3,678.0,1000.0,0.009,1,MORTGAGE,home_improvement,0
30,56986.65,2.0,678.0,13161.6,0.21,1,MORTGAGE,medical,0
61,70027.74,1.9,578.0,8188.75,0.032,1,RENT,medical,0
61,21611.89,3.0,611.0,16401.69,0.747,1,RENT,business,0
69,65867.2,4.9,736.0,38882.07,0.566,1,OWN,debt_consolidation,0
37,41747.52,0.8,690.0,17939.85,0.404,4,OWN,debt_consolidation,0
69,66411.97,1.0,816.0,12491.76,0.209,5,MORTGAGE,education,1
64,39734.82,9.8,744.0,22374.41,0.596,0,OWN,education,0
65,18902.36,1.5,742.0,18861.5,1.009,0,RENT,business,1
50,22449.15,2.4,539.0,18360.76,0.868,0,MORTGAGE,debt_consolidation,1
64,55961.7,10.3,711.0,19854.8,0.384,4,RENT,education,0
66,60194.45,5.4,646.0,31452.35,0.508,1,MORTGAGE,debt_consolidation,1
30,36913.67,2.1,606.0,5952.89,0.138,3,RENT,debt_consolidation,1
39,67771.85,5.8,663.0,18789.06,0.293,1,RENT,education,0
49,21769.6,0.1,726.0,7588.95,0.377,1,OWN,medical,0
22,53678.4,6.7,690.0,19444.1,0.432,2,RENT,medical,1
56,30779.68,3.3,580.0,7650.51,0.308,2,OWN,education,0
39,41963.28,8.4,709.0,11661.07,0.251,1,RENT,business,0
27,55947.97,15.5,599.0,12639.28,0.221,0,OWN,home_improvement,0
46,37791.73,13.0,667.0,22806.53,0.637,1,MORTGAGE,debt_consolidation,0
35,47308.89,12.0,626.0,22347.64,0.526,2,RENT,home_improvement,1
67,75125.86,3.6,632.0,5034.26,0.114,2,MORTGAGE,education,0
58,43462.16,2.2,711.0,15439.47,0.352,0,RENT,debt_consolidation,1
23,71713.84,3.1,567.0,9323.36,0.067,1,RENT,home_improvement,0
58,32405.86,5.9,806.0,4931.96,0.102,2,MORTGAGE,medical,0
36,65596.08,10.8,504.0,13263.86,0.216,3,OWN,business,0
22,83831.37,1.2,602.0,12532.14,0.167,3,OWN,home_improvement,1
51,15000.0,12.5,680.0,34413.73,2.239,0,RENT,business,1
48,39062.09,8.4,697.0,18463.68,0.475,1,MORTGAGE,medical,0
27,66541.44,19.3,642.0,3979.06,0.091,2,OWN,home_improvement,0
50,50939.09,10.6,645.0,10481.81,0.148,2,RENT,education,0
63,62422.92,1.6,683.0,23171.07,0.426,3,RENT,debt_consolidation,1
27,42920.3,0.6,632.0,31707.54,0.72,1,MORTGAGE,medical,0
56,56731.8,0.6,761.0,2312.13,0.104,1,OWN,business,0
49,51886.46,1.7,717.0,1000.0,-0.007,2,RENT,business,0
44,78355.64,4.8,720.0,29967.72,0.331,2,RENT,medical,0
59,60088.42,8.2,573.0,18116.91,0.279,1,RENT,education,0
24,61752.05,11.5,644.0,8053.66,0.126,0,OWN,education,0
49,46762.46,,626.0,19277.03,0.393,0,MORTGAGE,business,0
64,45247.88,0.0,570.0,1000.0,0.011,2,OWN,medical,0
25,46348.84,1.0,679.0,15027.0,0.341,1,OWN,medical,0
49,62889.04,0.5,607.0,17622.57,0.272,1,MORTGAGE,debt_consolidation,0
50,46580.31,2.3,702.0,22394.16,0.477,1,OWN,business,0
49,60795.5,3.5,564.0,6888.83,0.028,1,OWN,education,0
46,96508.02,0.2,788.0,15685.5,0.182,2,RENT,home_improvement,0
39,72422.49,2.1,578.0,7596.6,0.1,0,OWN,education,0
46,48479.53,1.0,668.0,17043.07,0.432,2,OWN,education,1
57,79024.28,5.2,713.0,7837.23,0.052,1,RENT,home_improvement,0
47,46838.49,3.1,604.0,11735.19,0.16,1,MORTGAGE,business,0
50,15000.0,3.4,718.0,7033.48,0.5,2,MORTGAGE,debt_consolidation,1
50,34838.27,2.8,552.0,20209.09,0.597,2,MORTGAGE,education,1
23,17584.16,15.6,766.0,21867.61,1.193,1,OWN,education,1
63,47969.73,,651.0,13123.04,0.197,1,OWN,business,0
27,55368.37,3.6,602.0,15305.9,0.353,0,RENT,business,0
69,88528.75,6.7,626.0,3411.27,0.109,1,RENT,medical,0
29,61538.55,4.1,715.0,12602.59,0.08,1,MORTGAGE,business,0
61,50617.99,13.2,603.0,14598.36,0.265,1,OWN,business,0
62,71588.11,2.4,590.0,35966.34,0.586,2,MORTGAGE,education,1
33,15000.0,3.1,632.0,6104.26,0.383,1,RENT,debt_consolidation,1
35,59712.29,0.5,556.0,26713.42,0.423,0,OWN,education,1
25,70417.3,4.7,796.0,22974.87,0.312,1,OWN,business,0
49,25428.28,1.7,605.0,17245.09,0.622,3,OWN,medical,0
55,77875.08,0.9,717.0,29068.96,0.288,3,MORTGAGE,debt_consolidation,1
47,61769.93,3.9,667.0,17976.84,0.344,0,MORTGAGE,medical,0
47,46694.24,3.8,571.0,18113.27,0.296,2,RENT,home_improvement,1
28,67655.64,0.4,650.0,14575.03,0.228,0,RENT,medical,0
52,100413.86,6.0,713.0,24788.55,0.291,2,RENT,medical,0
40,58637.33,4.9,635.0,23771.75,0.333,3,MORTGAGE,business,0
30,59964.41,1.0,745.0,9994.58,0.12,0,RENT,business,0
33,45812.78,3.2,732.0,4446.02,0.158,1,MORTGAGE,business,0
49,38003.11,6.4,724.0,13376.15,0.379,1,OWN,business,0
55,71606.72,3.8,613.0,8599.69,0.089,1,OWN,business,0
28,37878.32,2.5,564.0,14491.8,0.443,0,MORTGAGE,medical,1
49,56431.32,1.9,601.0,24899.51,0.502,1,OWN,home_improvement,0
51,45446.85,4.7,666.0,11341.59,0.263,2,OWN,business,0
61,64579.6,14.0,694.0,14657.41,0.182,2,RENT,home_improvement,0
50,61673.24,5.6,476.0,15464.18,0.23,2,OWN,home_improvement,0
42,75750.8,0.4,649.0,21787.45,0.302,2,OWN,education,0
41,44799.67,3.1,663.0,1000.0,0.013,2,OWN,education,0
32,49602.5,11.1,628.0,10146.4,0.252,0,MORTGAGE,debt_consolidation,1
31,35424.73,0.5,753.0,16690.27,0.395,3,MORTGAGE,education,0
22,46114.13,22.5,684.0,24600.63,0.459,2,MORTGAGE,business,0
61,62546.01,14.9,755.0,11064.78,0.186,0,RENT,home_improvement,0
22,70139.77,0.4,633.0,1000.0,-0.01,5,MORTGAGE,debt_consolidation,0
54,36556.69,13.5,725.0,19957.69,0.515,2,RENT,education,1
23,72392.12,2.3,781.0,9917.1,0.049,1,RENT,medical,0
36,82112.76,9.3,755.0,5482.67,0.068,2,RENT,debt_consolidation,0
24,63268.7,2.7,563.0,10005.24,0.156,2,RENT,business,0
43,92535.92,2.9,630.0,13523.8,0.179,1,RENT,home_improvement,0
40,39524.22,5.0,622.0,10162.04,0.261,0,OWN,business,0
45,30106.91,7.4,689.0,1000.0,0.027,1,MORTGAGE,business,0
50,19425.6,0.2,705.0,22176.53,1.2,3,RENT,medical,1
38,84920.89,4.5,583.0,25199.0,0.231,0,MORTGAGE,medical,0
62,68087.31,1.0,655.0,20212.18,0.324,1,RENT,home_improvement,0
31,53888.31,2.1,488.0,5898.51,0.026,3,RENT,education,0
49,60599.37,2.1,765.0,13388.07,0.179,1,OWN,business,0
37,32490.22,3.2,609.0,14947.83,0.399,0,MORTGAGE,education,0
46,103915.04,2.0,654.0,19790.36,0.23,1,RENT,home_improvement,0
43,57584.42,0.6,625.0,20346.72,0.35,1,RENT,business,0
68,57187.9,0.8,742.0,9126.61,0.159,0,OWN,education,0
40,69515.33,,423.0,15655.96,0.17,1,RENT,business,1
65,64620.18,3.2,649.0,18658.24,0.274,0,MORTGAGE,medical,0
22,59477.68,15.4,642.0,26646.58,0.41,1,OWN,medical,1
44,39190.51,0.6,614.0,20636.05,0.546,1,RENT,debt_consolidation,1
51,64429.37,14.6,788.0,21312.45,0.281,2,MORTGAGE,home_improvement,1
47,92640.49,6.6,579.0,15670.61,0.236,2,RENT,education,1
22,81908.4,5.1,712.0,26283.67,0.237,2,MORTGAGE,business,0
34,86863.73,5.2,679.0,18278.1,0.17,1,MORTGAGE,debt_consolidation,0
24,44775.69,8.8,751.0,8111.3,0.265,1,MORTGAGE,home_improvement,0
69,35207.9,0.6,597.0,26226.96,0.723,1,OWN,home_improvement,1
33,52484.26,3.5,591.0,20583.23,0.326,1,OWN,home_improvement,0
56,56114.5,6.0,738.0,11455.65,0.215,3,RENT,education,0
55,76883.83,4.4,684.0,11164.06,0.121,2,MORTGAGE,medical,0
64,21150.71,8.9,526.0,17372.6,0.78,3,OWN,debt_consolidation,1
28,85591.01,0.4,607.0,18705.48,0.164,2,OWN,education,0
22,51839.84,5.9,681.0,16578.34,0.458,3,MORTGAGE,business,0
26,46462.38,3.8,717.0,17490.47,0.364,1,RENT,education,0
51,34757.91,2.4,596.0,28599.66,0.727,2,MORTGAGE,business,1
30,21902.87,2.1,417.0,23572.35,1.151,1,MORTGAGE,business,1
64,71463.41,4.8,692.0,16525.08,0.262,0,OWN,home_improvement,0
41,56466.36,11.1,552.0,22530.48,0.361,1,OWN,education,0
62,29200.78,3.4,489.0,6739.81,0.184,1,RENT,medical,0
30,29098.42,8.7,423.0,18183.42,0.659,3,MORTGAGE,business,1
43,48284.31,2.6,715.0,29474.45,0.598,2,RENT,home_improvement,1
23,88380.43,0.5,660.0,13255.63,0.054,1,OWN,medical,1
52,49808.17,0.3,632.0,8218.93,0.254,1,MORTGAGE,education,0
40,24937.14,0.3,761.0,9783.29,0.371,2,MORTGAGE,medical,0
30,50085.14,2.4,701.0,6282.94,0.2,0,MORTGAGE,education,0
49,49545.53,2.1,779.0,8721.9,0.24,3,OWN,business,0
61,15000.0,6.3,539.0,12035.94,0.752,0,RENT,debt_consolidation,0
66,53914.1,6.8,647.0,3755.46,0.121,1,RENT,debt_consolidation,0
54,50381.31,0.3,521.0,15124.95,0.268,0,RENT,business,0
57,68924.13,1.2,632.0,22218.22,0.229,1,MORTGAGE,medical,0
40,91979.12,1.6,630.0,7737.95,0.063,0,MORTGAGE,education,0
28,77531.3,4.0,700.0,27154.27,0.37,1,MORTGAGE,debt_consolidation,0
27,49622.23,0.8,654.0,19086.34,0.361,0,MORTGAGE,education,0
26,32869.48,0.7,700.0,23244.64,0.692,0,OWN,business,1
31,106467.2,14.4,706.0,9737.32,0.149,0,RENT,medical,0
64,56184.37,8.2,822.0,21836.2,0.394,2,RENT,education,0
38,55278.59,1.0,625.0,6264.53,0.071,1,RENT,medical,0
62,54517.5,2.6,575.0,22121.98,0.441,0,MORTGAGE,debt_consolidation,1
49,58961.7,2.2,670.0,16374.71,0.288,0,RENT,education,0
45,52112.79,7.8,586.0,19426.01,0.247,2,MORTGAGE,home_improvement,0
41,43526.76,3.6,769.0,5595.24,0.15,1,MORTGAGE,debt_consolidation,0
66,44062.82,0.7,627.0,7839.44,0.198,1,OWN,medical,0
23,54344.93,6.7,605.0,19777.83,0.365,2,RENT,business,0
38,44131.5,2.5,612.0,7413.22,0.213,3,RENT,home_improvement,0
44,40743.08,1.5,707.0,18705.65,0.425,0,RENT,education,1
67,57128.6,2.4,637.0,4062.9,0.088,2,MORTGAGE,debt_consolidation,0
58,49900.46,3.4,599.0,21785.39,0.358,1,RENT,education,0
30,85079.86,2.1,783.0,5139.81,0.081,1,MORTGAGE,education,0
47,15000.0,1.4,582.0,19418.4,1.392,1,MORTGAGE,home_improvement,0
32,76830.14,2.5,653.0,20005.05,0.211,3,RENT,home_improvement,0
27,79921.7,0.1,702.0,9425.83,0.08,2,MORTGAGE,home_improvement,0
37,15000.0,7.4,519.0,19656.21,1.275,0,MORTGAGE,home_improvement,1
21,48146.25,0.9,688.0,17083.54,0.361,1,MORTGAGE,business,0
46,47571.18,0.2,566.0,10689.27,0.172,1,RENT,medical,0
35,26849.77,5.3,716.0,6931.56,0.279,1,RENT,home_improvement,0
53,39443.67,7.4,573.0,1000.0,0.068,0,RENT,debt_consolidation,0
57,32788.48,8.4,705.0,17797.2,0.57,1,RENT,education,0
67,90045.41,3.4,738.0,2481.58,-0.061,1,MORTGAGE,home_improvement,0
51,73713.57,1.1,719.0,15762.75,0.264,4,MORTGAGE,debt_consolidation,1
55,80431.1,6.7,670.0,12892.41,0.207,1,MORTGAGE,business,0
21,69433.44,6.0,631.0,20433.14,0.336,2,RENT,debt_consolidation,0
28,32418.96,1.4,604.0,12583.64,0.407,1,RENT,debt_consolidation,1
32,44509.59,11.7,768.0,12364.42,0.289,1,MORTGAGE,business,0
39,64787.49,0.6,594.0,20854.97,0.374,1,RENT,business,0
45,30557.44,20.3,567.0,17680.46,0.675,2,RENT,education,1
52,69259.97,9.8,703.0,17529.25,0.205,0,OWN,home_improvement,0
32,50193.49,5.8,586.0,18754.14,0.428,0,RENT,debt_consolidation,1
33,47503.58,14.0,574.0,2715.42,0.053,2,OWN,medical,1
48,69219.2,6.4,535.0,21054.31,0.298,2,RENT,medical,0
21,63885.27,1.1,611.0,19899.75,0.235,2,OWN,education,1
26,47780.68,,643.0,6866.53,0.129,2,MORTGAGE,medical,0
28,78186.6,0.4,669.0,13047.36,0.117,4,RENT,education,1
24,33378.73,2.5,726.0,14685.54,0.417,0,MORTGAGE,home_improvement,0
25,67318.71,,692.0,13924.03,0.152,2,OWN,education,0
45,66862.03,2.4,635.0,17670.88,0.242,0,MORTGAGE,business,0
42,48809.07,2.0,634.0,26450.93,0.522,0,RENT,business,1
48,61522.66,4.5,691.0,23654.13,0.389,1,OWN,business,0
59,29977.73,10.3,752.0,4502.25,0.069,2,OWN,business,0
43,73480.54,0.2,660.0,19976.56,0.2,0,MORTGAGE,business,0
24,51301.96,2.4,612.0,25631.47,0.518,0,OWN,business,1
24,44545.54,0.9,571.0,18094.47,0.366,0,OWN,business,0
67,75980.18,5.9,534.0,23727.84,0.366,0,MORTGAGE,business,0
41,40913.13,0.6,703.0,31098.16,0.771,1,RENT,business,0
57,26830.77,5.5,696.0,23189.68,0.895,0,RENT,home_improvement,0
61,23867.42,1.7,696.0,16994.47,0.783,0,OWN,business,0
22,67120.2,1.1,640.0,23360.71,0.333,0,OWN,education,1
27,29391.41,13.8,763.0,16159.1,0.521,4,OWN,home_improvement,0
69,90095.88,0.1,611.0,15191.22,0.212,1,OWN,medical,1
36,15000.0,2.9,726.0,12188.69,0.838,1,MORTGAGE,debt_consolidation,0
37,88929.13,0.1,647.0,27507.31,0.3,1,MORTGAGE,home_improvement,1
40,59220.35,3.3,601.0,8452.57,0.212,1,RENT,business,0
43,53065.74,3.5,697.0,27258.94,0.503,1,RENT,home_improvement,0
54,44101.62,1.9,683.0,18998.91,0.432,2,MORTGAGE,debt_consolidation,1
31,62982.72,0.7,679.0,3805.55,0.061,2,MORTGAGE,debt_consolidation,0
54,54247.31,2.4,657.0,17941.19,0.284,3,MORTGAGE,business,0
53,77066.04,5.6,647.0,1000.0,0.017,2,RENT,business,0
46,57284.55,7.6,841.0,20004.06,0.419,1,MORTGAGE,education,0
22,58006.04,3.8,745.0,22081.85,0.403,0,MORTGAGE,debt_consolidation,0
43,47727.76,4.5,708.0,10261.15,0.217,2,RENT,business,1
61,53861.09,1.1,659.0,15988.38,0.289,0,OWN,debt_consolidation,0
42,61156.04,1.7,731.0,30633.26,0.517,1,OWN,education,0
54,20796.63,0.9,691.0,10954.03,0.564,3,OWN,medical,1
35,28036.29,1.4,652.0,6528.74,0.263,3,MORTGAGE,debt_consolidation,0
30,69865.28,1.3,626.0,26853.31,0.368,1,MORTGAGE,education,0
35,58417.31,3.7,644.0,30700.7,0.542,1,MORTGAGE,education,0
62,51320.33,4.1,396.0,15029.57,0.317,0,MORTGAGE,education,0
49,55368.68,14.5,667.0,23091.7,0.367,0,OWN,home_improvement,0
43,61951.63,1.1,,25731.81,0.424,0,RENT,business,1
37,44204.81,5.1,777.0,9060.13,0.097,0,MORTGAGE,debt_consolidation,0
29,39433.91,8.5,652.0,11117.55,0.306,1,OWN,home_improvement,0
56,58916.91,4.1,555.0,24847.0,0.455,1,RENT,debt_consolidation,1
29,35432.54,1.5,646.0,28480.11,0.841,2,OWN,home_improvement,1
36,63165.06,1.5,566.0,19503.05,0.289,1,RENT,business,1
56,20948.33,0.2,688.0,7961.49,0.396,2,MORTGAGE,education,0
68,75583.11,1.8,673.0,30896.49,0.48,1,RENT,debt_consolidation,0
53,64451.95,6.8,,10752.23,0.238,1,RENT,education,0
51,60120.59,0.2,587.0,12318.9,0.203,1,MORTGAGE,business,1
26,74653.82,1.2,653.0,17738.7,0.245,0,MORTGAGE,debt_consolidation,1
30,88309.49,6.1,541.0,27433.28,0.366,0,MORTGAGE,medical,0
36,75287.4,7.6,706.0,21831.81,0.215,0,OWN,medical,0
24,18182.52,3.0,692.0,18318.92,0.991,1,MORTGAGE,medical,1
42,29408.46,6.0,690.0,18706.31,0.703,1,MORTGAGE,business,1
33,42503.63,2.5,650.0,15348.12,0.41,0,OWN,medical,1
